"Year,month",reply_type,Avg_leads
2019-01,call,13635.377228402773
2019-01,chat,1045.740182337871
2019-01,email,43.3724817952258
2019-01,sms,765.051212807742
2019-02,call,13177.163939208498
2019-02,chat,1023.4345477479286
2019-02,email,59.50729744385714
2019-02,sms,708.1203775109285
2019-03,call,13352.295246110514
2019-03,chat,1028.3816575701292
2019-03,email,69.19170446490322
2019-03,sms,679.9083344861937
2019-04,call,11878.978907958732
2019-04,call/sms,0.25804610733333333
2019-04,chat,973.7926662270668
2019-04,email,76.46210082653333
2019-04,sms,634.8278202433332
2019-05,call,11258.282347704002
2019-05,call/sms,0.12070593264516129
2019-05,chat,932.4827716961935
2019-05,email,52.49406700135484
2019-05,sms,612.6543294080001
2019-06,call,8839.389846971068
2019-06,chat,935.8671505553333
2019-06,email,47.07010665486667
2019-06,sms,682.4469421699333
2019-07,call,11761.60609979129
2019-07,call/sms,0.24972203935483872
2019-07,chat,1151.1670273881934
2019-07,email,50.55326798496774
2019-07,sms,723.6295863969676
2019-08,call,13910.950575100387
2019-08,call/sms,0.24705466348387095
2019-08,chat,1352.398013555613
2019-08,email,70.33186971780644
2019-08,sms,843.8096068160645
2019-09,call,12715.7309450196
2019-09,chat,1249.196284386733
2019-09,email,57.09807234
2019-09,sms,761.4078239955334
2019-10,call,12437.167228037224
2019-10,chat,1198.0038206908387
2019-10,email,52.75404068935484
2019-10,sms,747.1640097658066
2019-11,call,11609.362931343196
2019-11,chat,1101.9220343697334
2019-11,email,74.56513122606665
2019-11,sms,632.2618023814665
2019-12,call,12427.473998323614
2019-12,chat,1146.6348176059353
2019-12,email,76.53992996135484
2019-12,sms,651.6121223340647
2020-01,call,10567.867806967546
2020-01,chat,968.0974649628387
2020-01,email,116.58192454645162
2020-01,sms,496.0997480490969
2020-02,call,8719.410373791517
2020-02,chat,828.3020289920689
2020-02,email,97.0774768117931
2020-02,sms,424.88280264282764
2020-03,call,6731.210360697483
2020-03,chat,625.8881224416128
2020-03,email,70.53487214161291
2020-03,sms,330.5216633616775
2020-04,call,5751.765579632666
2020-04,chat,659.7845702258667
2020-04,email,60.60356859579999
2020-04,sms,361.6143271920667
2020-05,call,9551.889100142194
2020-05,chat,1189.5863392014837
2020-05,email,91.66056854993548
2020-05,sms,724.9793925676129
2020-06,call,9331.035668008466
2020-06,chat,953.8662300832667
2020-06,email,94.45867021640001
2020-06,sms,444.2659336970666
2020-07,call,8937.054678864613
2020-07,chat,805.3093623896774
2020-07,email,90.63511690074195
2020-07,sms,440.9368284248065
2020-08,call,10062.419879726905
2020-08,chat,814.2860683236776
2020-08,email,91.1724883365484
2020-08,sms,489.44946949070965
2020-09,call,8083.835693399833
2020-09,chat,702.4710287468668
2020-09,email,84.39415433613331
2020-09,sms,415.1265494627666
2020-10,call,5268.686161278033
2020-10,chat,491.02281014748394
2020-10,email,60.51113617803225
2020-10,sms,253.2599647559355
2020-11,call,5070.3404584889995
2020-11,chat,633.6195036867667
2020-11,email,160.08962230779997
2020-11,sms,399.0154895865334
2020-12,call,7109.906989974355
2020-12,chat,713.306223478129
2020-12,email,132.26167567690322
2020-12,sms,437.978014008
2021-01,call,5092.3142261377425
2021-01,chat,507.540026312742
2021-01,email,63.2356933906129
2021-01,sms,256.1227344543871
2021-02,call,4664.400504410785
2021-02,chat,480.90687851150005
2021-02,email,52.55614606089285
2021-02,sms,239.62703045228577
2021-03,call,5470.055474096291
2021-03,chat,415.0217118762581
2021-03,email,48.046088683967746
2021-03,sms,254.68730071480647
